id,purchase_date,customer_id,fuel,vehicle_segment,premium,bodily_injury_liability,personal_injury_protection,property_damage_liability,collision,comprehensive,customer_gender,customer_income_group,cusromer_region,customer_marital_status
12682,4/7/18,420,CNG,A,2125,0,0,1,0,0,Male,$25-$70K,North,1
12685,4/7/18,420,CNG,A,2081,1,1,1,0,0,Male,$25-$70K,North,1
12734,4/7/18,789,CNG,A,954,1,1,1,0,0,Male,$25-$70K,South,0
12739,4/7/18,794,CNG,A,782,1,1,1,1,1,Male,$25-$70K,South,1
12761,4/7/18,816,CNG,A,912,1,0,1,1,0,Male,$25-$70K,South,1
12781,4/7/18,836,CNG,A,1923,0,0,1,0,1,Male,$25-$70K,South,0
12794,4/7/18,840,CNG,A,2143,0,0,0,0,1,Male,$25-$70K,South,0
12811,4/7/18,840,CNG,A,1973,1,0,0,0,0,Male,>$70K,South,0
12672,4/8/18,420,CNG,A,1428,1,1,0,0,0,Male,$25-$70K,North,0
12673,4/8/18,420,CNG,A,1891,1,0,0,1,1,Male,$25-$70K,North,0
12728,4/8/18,783,CNG,A,1066,1,1,1,0,1,Male,$25-$70K,South,0
12771,4/8/18,826,CNG,A,1046,0,0,1,1,1,Male,$25-$70K,South,0
12780,4/8/18,835,CNG,A,2177,1,0,1,0,1,Male,$25-$70K,South,0
12809,4/8/18,840,CNG,A,920,0,1,0,1,0,Male,>$70K,South,1
12817,4/8/18,840,CNG,A,1008,1,1,1,0,1,Male,>$70K,South,0
12819,4/8/18,840,CNG,A,923,1,0,1,0,1,Male,>$70K,South,0
12832,4/8/18,840,CNG,A,1918,1,1,1,1,0,Male,>$70K,South,0
12769,4/9/18,824,CNG,A,1484,0,0,0,0,0,Male,$25-$70K,South,0
12795,4/9/18,840,CNG,A,1124,0,1,1,1,0,Male,$25-$70K,South,1
12816,4/9/18,840,CNG,A,1017,1,0,1,0,0,Male,>$70K,South,0
12829,4/9/18,840,CNG,A,2162,1,1,0,1,0,Male,>$70K,South,0
12840,4/9/18,840,CNG,A,2436,1,1,1,0,1,Male,>$70K,South,0
12666,4/10/18,420,CNG,A,1211,1,0,1,1,0,Male,$25-$70K,North,1
12691,4/10/18,420,CNG,A,1752,1,1,1,1,1,Male,$25-$70K,North,0
12701,4/10/18,756,CNG,A,785,0,1,0,1,0,Male,$25-$70K,North,1
12732,4/10/18,787,CNG,A,2129,1,1,1,1,1,Male,$25-$70K,South,0
12653,4/11/18,420,CNG,A,2076,1,1,0,0,1,Male,$25-$70K,North,1
12674,4/11/18,420,CNG,A,621,1,1,0,0,1,Male,$25-$70K,North,0
12721,4/11/18,776,CNG,A,1362,0,1,0,0,0,Male,$25-$70K,South,0
12745,4/11/18,800,CNG,A,1305,1,1,0,1,0,Male,$25-$70K,South,0
12751,4/11/18,806,CNG,A,1654,0,1,0,0,0,Male,$25-$70K,South,0
12785,4/11/18,840,CNG,A,1206,0,1,1,1,0,Male,$25-$70K,South,0
12652,4/12/18,420,CNG,A,1638,1,1,0,1,1,Male,$25-$70K,North,0
12675,4/12/18,420,CNG,A,1475,0,0,0,1,0,Male,$25-$70K,North,1
12697,4/12/18,420,CNG,A,516,0,0,0,0,0,Male,$25-$70K,North,1
12702,4/12/18,757,CNG,A,1770,1,1,0,0,1,Male,$25-$70K,North,0
12712,4/12/18,767,CNG,A,2001,1,1,0,0,0,Male,$25-$70K,South,1
12733,4/12/18,788,CNG,A,1633,0,1,0,1,1,Male,$25-$70K,South,0
12802,4/12/18,840,CNG,A,1484,1,0,1,1,0,Male,$25-$70K,South,0
12828,4/12/18,840,CNG,A,1018,1,0,1,0,1,Male,>$70K,South,0
12655,4/13/18,420,CNG,A,1869,0,0,1,0,0,Male,$25-$70K,North,1
12717,4/13/18,772,CNG,A,1095,0,0,0,0,1,Male,$25-$70K,South,1
12753,4/13/18,808,CNG,A,2087,1,1,0,0,0,Male,$25-$70K,South,0
12767,4/13/18,822,CNG,A,1595,0,0,0,1,0,Male,$25-$70K,South,1
12688,4/14/18,420,CNG,A,744,1,0,0,0,1,Male,$25-$70K,North,1
12704,4/14/18,759,CNG,A,595,0,0,1,1,0,Male,$25-$70K,North,0
12726,4/14/18,781,CNG,A,2162,1,0,0,0,0,Male,$25-$70K,South,1
12730,4/14/18,785,CNG,A,508,0,0,1,1,0,Male,$25-$70K,South,1
12813,4/14/18,840,CNG,A,1988,0,0,0,0,0,Male,>$70K,South,1
12689,4/15/18,420,CNG,A,1193,0,0,1,0,1,Male,$25-$70K,North,0
12716,4/15/18,771,CNG,A,2445,1,0,0,1,0,Male,$25-$70K,South,0
12783,4/15/18,838,CNG,A,1282,1,0,0,1,0,Male,$25-$70K,South,0
12793,4/15/18,840,CNG,A,1677,1,0,0,0,0,Male,$25-$70K,South,0
12804,4/15/18,840,CNG,A,796,0,1,0,1,0,Male,$25-$70K,South,0
12807,4/15/18,840,CNG,A,791,0,0,1,1,1,Male,$25-$70K,South,0
12815,4/15/18,840,CNG,A,1773,1,0,1,0,0,Male,>$70K,South,1
12660,4/16/18,420,CNG,A,761,0,1,0,0,0,Male,$25-$70K,North,1
12711,4/16/18,766,CNG,A,1954,0,0,0,1,0,Male,$25-$70K,South,0
12750,4/16/18,805,CNG,A,1981,1,0,1,1,1,Male,$25-$70K,South,1
12788,4/16/18,840,CNG,A,600,0,1,0,0,1,Male,$25-$70K,South,1
12812,4/16/18,840,CNG,A,2234,0,0,1,1,1,Male,>$70K,South,0
12814,4/16/18,840,CNG,A,2366,1,1,0,0,0,Male,>$70K,South,1
12650,4/17/18,420,CNG,A,598,1,0,0,1,0,Male,$25-$70K,North,1
12686,4/17/18,420,CNG,A,940,1,0,0,0,1,Male,$25-$70K,North,0
12705,4/17/18,760,CNG,A,1868,1,1,0,1,0,Male,$25-$70K,North,1
12723,4/17/18,778,CNG,A,1133,0,0,0,1,0,Male,$25-$70K,South,0
12725,4/17/18,780,CNG,A,1265,0,0,0,0,0,Male,$25-$70K,South,0
12773,4/17/18,828,CNG,A,1248,1,1,1,0,1,Male,$25-$70K,South,0
12800,4/17/18,840,CNG,A,2323,1,0,0,1,0,Male,$25-$70K,South,1
12827,4/17/18,840,CNG,A,1758,1,0,1,1,0,Male,>$70K,South,1
12678,4/18/18,420,CNG,A,2437,0,1,0,1,1,Male,$25-$70K,North,1
12736,4/18/18,791,CNG,A,1674,0,0,1,0,1,Male,$25-$70K,South,1
12779,4/18/18,834,CNG,A,734,1,1,0,1,0,Male,$25-$70K,South,1
12782,4/18/18,837,CNG,A,1340,0,1,0,0,1,Male,$25-$70K,South,0
12821,4/18/18,840,CNG,A,1982,1,1,1,1,1,Male,>$70K,South,1
12836,4/18/18,840,CNG,A,1538,1,0,1,1,0,Male,>$70K,South,0
12658,4/19/18,420,CNG,A,1615,1,0,0,1,0,Male,$25-$70K,North,0
12661,4/19/18,420,CNG,A,1553,1,0,0,1,1,Male,$25-$70K,North,1
12662,4/19/18,420,CNG,A,1873,0,1,1,0,0,Male,$25-$70K,North,1
12671,4/19/18,420,CNG,A,681,1,0,1,1,0,Male,$25-$70K,North,0
12752,4/19/18,807,CNG,A,2449,0,1,1,0,1,Male,$25-$70K,South,0
12777,4/19/18,832,CNG,A,1829,0,0,0,0,0,Male,$25-$70K,South,0
12824,4/19/18,840,CNG,A,2268,0,0,0,1,1,Male,>$70K,South,1
12841,4/19/18,840,CNG,A,1673,0,0,0,1,0,Male,>$70K,South,1
12843,4/19/18,840,CNG,A,959,0,0,1,0,1,Male,>$70K,South,0
12687,4/20/18,420,CNG,A,1835,1,1,1,0,1,Male,$25-$70K,North,1
12797,4/20/18,840,CNG,A,614,0,0,0,0,1,Male,$25-$70K,South,0
12822,4/20/18,840,CNG,A,549,1,1,0,1,1,Male,>$70K,South,1
12837,4/20/18,840,CNG,A,2279,1,0,1,1,0,Male,>$70K,South,1
12839,4/20/18,840,CNG,A,1653,1,0,1,0,0,Male,>$70K,South,0
12695,4/21/18,420,CNG,A,1450,1,0,0,0,0,Male,$25-$70K,North,1
12776,4/21/18,831,CNG,A,630,0,0,0,0,0,Male,$25-$70K,South,1
12778,4/21/18,833,CNG,A,2113,0,0,0,0,0,Male,$25-$70K,South,0
12803,4/21/18,840,CNG,A,1273,0,1,1,0,0,Male,$25-$70K,South,0
12818,4/21/18,840,CNG,A,1088,1,0,0,1,1,Male,>$70K,South,1
12825,4/21/18,840,CNG,A,770,1,1,0,0,1,Male,>$70K,South,1
12830,4/21/18,840,CNG,A,860,0,1,1,1,1,Male,>$70K,South,0
12656,4/22/18,420,CNG,A,2455,1,0,0,1,1,Male,$25-$70K,North,0
12664,4/22/18,420,CNG,A,1150,1,0,0,0,0,Male,$25-$70K,North,1
12667,4/22/18,420,CNG,A,1944,0,0,0,0,0,Male,$25-$70K,North,0
12720,4/22/18,775,CNG,A,1186,1,0,0,0,1,Male,$25-$70K,South,1
12724,4/22/18,779,CNG,A,1657,1,1,0,1,0,Male,$25-$70K,South,1
12798,4/22/18,840,CNG,A,854,1,0,1,0,1,Male,$25-$70K,South,0
12799,4/22/18,840,CNG,A,861,1,0,0,0,0,Male,$25-$70K,South,0
12823,4/22/18,840,CNG,A,1389,0,0,1,0,1,Male,>$70K,South,1
12659,4/23/18,420,CNG,A,2399,1,0,0,1,0,Male,$25-$70K,North,1
12669,4/23/18,420,CNG,A,1726,0,1,1,1,1,Male,$25-$70K,North,1
12692,4/23/18,420,CNG,A,614,1,0,0,1,1,Male,$25-$70K,North,1
12700,4/23/18,755,CNG,A,2050,1,0,0,1,1,Male,$25-$70K,North,0
12738,4/23/18,793,CNG,A,1700,0,1,0,1,1,Male,$25-$70K,South,1
12742,4/23/18,797,CNG,A,1389,1,1,0,1,0,Male,$25-$70K,South,1
12764,4/23/18,819,CNG,A,1943,0,0,1,1,0,Male,$25-$70K,South,1
12786,4/23/18,840,CNG,A,1116,1,0,0,0,1,Male,$25-$70K,South,0
12645,4/24/18,420,CNG,A,1302,1,1,0,1,1,Male,$25-$70K,North,0
12647,4/24/18,420,CNG,A,1601,0,1,0,0,0,Male,$25-$70K,North,1
12648,4/24/18,420,CNG,A,1110,1,0,1,0,1,Male,$25-$70K,North,0
12663,4/24/18,420,CNG,A,2190,0,1,1,1,1,Male,$25-$70K,North,0
12744,4/24/18,799,CNG,A,1142,1,1,1,0,0,Male,$25-$70K,South,1
12787,4/24/18,840,CNG,A,1845,0,1,0,1,0,Male,$25-$70K,South,0
12831,4/24/18,840,CNG,A,1319,0,1,1,0,0,Male,>$70K,South,1
12654,4/25/18,420,CNG,A,738,0,1,1,1,0,Male,$25-$70K,North,1
12677,4/25/18,420,CNG,A,555,1,0,0,1,0,Male,$25-$70K,North,0
12699,4/25/18,420,CNG,A,677,1,1,1,1,1,Male,$25-$70K,North,1
12714,4/25/18,769,CNG,A,1134,0,0,0,0,1,Male,$25-$70K,South,1
12715,4/25/18,770,CNG,A,2239,0,0,0,0,0,Male,$25-$70K,South,0
12731,4/25/18,786,CNG,A,708,1,0,0,1,0,Male,$25-$70K,South,1
12810,4/25/18,840,CNG,A,2123,0,0,0,1,1,Male,>$70K,South,1
12670,4/26/18,420,CNG,A,1412,1,0,0,1,1,Male,$25-$70K,North,1
12679,4/26/18,420,CNG,A,1837,0,0,1,1,1,Male,$25-$70K,North,0
12707,4/26/18,762,CNG,A,1830,0,0,1,1,0,Male,$25-$70K,North,0
12748,4/26/18,803,CNG,A,1860,0,1,0,1,1,Male,$25-$70K,South,0
12755,4/26/18,810,CNG,A,781,1,1,1,1,1,Male,$25-$70K,South,1
12790,4/26/18,840,CNG,A,2278,1,1,0,1,0,Male,$25-$70K,South,0
12805,4/26/18,840,CNG,A,681,0,1,1,1,0,Male,$25-$70K,South,0
12826,4/26/18,840,CNG,A,887,1,0,1,1,0,Male,>$70K,South,0
12835,4/26/18,840,CNG,A,2415,0,1,1,0,0,Male,>$70K,South,1
12838,4/26/18,840,CNG,A,2218,0,0,0,0,0,Male,>$70K,South,0
12684,4/27/18,420,CNG,A,548,1,0,1,1,1,Male,$25-$70K,North,1
12746,4/27/18,801,CNG,A,790,1,0,1,1,1,Male,$25-$70K,South,1
12757,4/27/18,812,CNG,A,587,0,1,1,1,0,Male,$25-$70K,South,1
12768,4/27/18,823,CNG,A,625,0,0,0,0,0,Male,$25-$70K,South,1
12844,4/27/18,840,CNG,A,837,1,0,0,1,1,Male,>$70K,South,0
12651,4/28/18,420,CNG,A,1023,0,1,0,0,1,Male,$25-$70K,North,1
12681,4/28/18,420,CNG,A,1759,0,0,0,1,0,Male,$25-$70K,North,0
12693,4/28/18,420,CNG,A,644,0,0,1,0,1,Male,$25-$70K,North,0
12722,4/28/18,777,CNG,A,1091,0,1,0,1,0,Male,$25-$70K,South,0
12727,4/28/18,782,CNG,A,1675,0,1,1,1,0,Male,$25-$70K,South,0
12792,4/28/18,840,CNG,A,1445,0,1,0,0,1,Male,$25-$70K,South,0
12676,4/29/18,420,CNG,A,2205,0,1,0,1,1,Male,$25-$70K,North,1
12709,4/29/18,764,CNG,A,1256,0,1,1,0,0,Male,$25-$70K,South,0
12710,4/29/18,765,CNG,A,839,1,0,0,1,0,Male,$25-$70K,South,0
12754,4/29/18,809,CNG,A,1815,0,1,0,1,1,Male,$25-$70K,South,0
12759,4/29/18,814,CNG,A,517,0,1,0,1,1,Male,$25-$70K,South,0
12765,4/29/18,820,CNG,A,1625,0,1,1,1,0,Male,$25-$70K,South,0
12796,4/29/18,840,CNG,A,2076,1,0,0,0,1,Male,$25-$70K,South,0
12801,4/29/18,840,CNG,A,508,0,0,0,1,1,Male,$25-$70K,South,0
12698,4/30/18,420,CNG,A,513,0,1,1,0,0,Male,$25-$70K,North,1
12718,4/30/18,773,CNG,A,2326,1,0,1,0,0,Male,$25-$70K,South,0
12747,4/30/18,802,CNG,A,811,0,1,1,0,0,Male,$25-$70K,South,1
12766,4/30/18,821,CNG,A,762,1,0,1,1,0,Male,$25-$70K,South,0
12770,4/30/18,825,CNG,A,1604,1,1,1,0,1,Male,$25-$70K,South,0
12863,5/1/18,840,CNG,A,2082,0,0,0,1,0,Male,>$70K,South,0
12845,5/2/18,840,CNG,A,2434,0,0,1,1,0,Male,>$70K,South,0
12852,5/2/18,840,CNG,A,1760,1,1,1,1,1,Male,>$70K,South,0
12878,5/2/18,840,CNG,A,1177,1,0,0,1,1,Male,>$70K,South,1
12884,5/2/18,840,CNG,A,1571,1,0,1,0,1,Male,>$70K,South,1
12893,5/2/18,840,CNG,A,1353,0,1,0,1,1,Male,>$70K,South,1
12898,5/2/18,840,CNG,A,601,0,0,1,1,1,Male,>$70K,South,1
12917,5/2/18,840,CNG,A,716,0,1,1,1,1,Male,>$70K,South,1
12856,5/3/18,840,CNG,A,1488,1,1,0,1,1,Male,>$70K,South,0
12854,5/5/18,840,CNG,A,2094,1,1,0,0,0,Male,>$70K,South,0
12867,5/5/18,840,CNG,A,1089,0,1,0,1,1,Male,>$70K,South,1
12909,5/5/18,840,CNG,A,634,0,1,1,0,0,Male,>$70K,South,0
12933,5/5/18,840,CNG,A,1241,1,0,1,1,0,Male,>$70K,South,0
12865,5/6/18,840,CNG,A,1532,0,0,1,1,1,Male,>$70K,South,1
12874,5/6/18,840,CNG,A,1291,1,0,0,1,0,Male,>$70K,South,0
12875,5/6/18,840,CNG,A,1211,1,0,1,1,1,Male,>$70K,South,0
12883,5/6/18,840,CNG,A,1123,0,1,0,0,0,Male,>$70K,South,1
12903,5/6/18,840,CNG,A,689,0,1,1,0,1,Male,>$70K,South,0
12848,5/7/18,840,CNG,A,1775,1,1,0,0,0,Male,>$70K,South,1
12876,5/7/18,840,CNG,A,995,1,0,1,1,0,Male,>$70K,South,0
12888,5/7/18,840,CNG,A,2465,1,1,1,0,0,Male,>$70K,South,1
12906,5/7/18,840,CNG,A,2344,0,0,1,0,1,Male,>$70K,South,1
12925,5/7/18,840,CNG,A,1845,1,0,1,0,0,Male,>$70K,South,0
12846,5/8/18,840,CNG,A,1778,1,1,0,1,1,Male,>$70K,South,1
12889,5/8/18,840,CNG,A,1972,0,0,0,0,1,Male,>$70K,South,0
12858,5/9/18,840,CNG,A,1252,0,0,1,1,0,Male,>$70K,South,0
12880,5/9/18,840,CNG,A,1134,0,1,0,0,0,Male,>$70K,South,1
12899,5/9/18,840,CNG,A,1898,1,0,0,0,0,Male,>$70K,South,1
12859,5/10/18,840,CNG,A,2445,0,0,1,0,0,Male,>$70K,South,1
12861,5/10/18,840,CNG,A,1157,1,0,0,1,0,Male,>$70K,South,1
12871,5/10/18,840,CNG,A,1719,1,0,1,0,1,Male,>$70K,South,1
12860,5/11/18,840,CNG,A,1525,1,0,1,1,0,Male,>$70K,South,1
12868,5/11/18,840,CNG,A,2400,1,1,1,1,1,Male,>$70K,South,0
12894,5/11/18,840,CNG,A,2449,1,1,0,1,0,Male,>$70K,South,0
12912,5/11/18,840,CNG,A,1829,1,1,1,1,0,Male,>$70K,South,1
12919,5/11/18,840,CNG,A,837,0,0,0,1,0,Male,>$70K,South,1
12879,5/12/18,840,CNG,A,2403,0,0,0,1,0,Male,>$70K,South,1
12887,5/12/18,840,CNG,A,1188,1,1,1,0,1,Male,>$70K,South,1
12892,5/12/18,840,CNG,A,1409,0,1,1,0,1,Male,>$70K,South,1
12910,5/12/18,840,CNG,A,2100,0,0,1,1,0,Male,>$70K,South,0
12924,5/12/18,840,CNG,A,741,1,0,0,1,1,Male,>$70K,South,1
12853,5/13/18,840,CNG,A,1345,1,1,1,1,0,Male,>$70K,South,1
12881,5/13/18,840,CNG,A,2419,1,1,1,1,0,Male,>$70K,South,1
12918,5/13/18,840,CNG,A,1625,0,1,0,1,1,Male,>$70K,South,0
12866,5/14/18,840,CNG,A,972,0,0,1,0,0,Male,>$70K,South,0
12891,5/14/18,840,CNG,A,2032,0,1,0,1,1,Male,>$70K,South,1
12900,5/14/18,840,CNG,A,1852,1,1,0,1,1,Male,>$70K,South,0
12904,5/14/18,840,CNG,A,776,1,1,0,1,0,Male,>$70K,South,1
12873,5/15/18,840,CNG,A,1412,0,1,0,0,1,Male,>$70K,South,0
12886,5/15/18,840,CNG,A,2154,1,1,0,1,1,Male,>$70K,South,1
12905,5/15/18,840,CNG,A,1399,0,0,1,0,1,Male,>$70K,South,0
12911,5/15/18,840,CNG,A,635,1,1,0,0,1,Male,>$70K,South,1
12901,5/16/18,840,CNG,A,686,1,0,0,1,1,Male,>$70K,South,1
12922,5/16/18,840,CNG,A,1565,0,0,1,1,0,Male,>$70K,South,1
12940,5/16/18,995,CNG,A,2094,1,0,0,0,0,Male,>$70K,South,0
12885,5/17/18,840,CNG,A,1540,1,0,1,0,1,Male,>$70K,South,1
12913,5/17/18,840,CNG,A,582,1,0,0,1,1,Male,>$70K,South,0
12921,5/17/18,840,CNG,A,1162,0,0,1,0,1,Male,>$70K,South,0
12928,5/17/18,840,CNG,A,2209,0,0,1,1,1,Male,>$70K,South,0
12935,5/17/18,840,CNG,A,2340,0,0,0,1,0,Male,>$70K,South,0
12923,5/18/18,840,CNG,A,2313,1,0,0,1,0,Male,>$70K,South,0
12941,5/18/18,996,CNG,A,1962,0,1,1,1,0,Male,>$70K,South,1
12896,5/19/18,840,CNG,A,1400,0,0,1,0,1,Male,>$70K,South,0
12916,5/19/18,840,CNG,A,946,1,0,0,1,0,Male,>$70K,South,1
12920,5/19/18,840,CNG,A,2469,1,1,1,0,1,Male,>$70K,South,0
12944,5/19/18,999,CNG,A,1339,0,1,1,1,0,Male,>$70K,South,0
12882,5/20/18,840,CNG,A,1049,0,1,1,1,1,Male,>$70K,South,0
12890,5/21/18,840,CNG,A,947,0,1,1,0,0,Male,>$70K,South,0
12926,5/21/18,840,CNG,A,1325,0,1,1,0,1,Male,>$70K,South,1
12927,5/21/18,840,CNG,A,1570,1,1,1,0,1,Male,>$70K,South,0
12930,5/21/18,840,CNG,A,1895,1,1,1,1,1,Male,>$70K,South,0
12851,5/22/18,840,CNG,A,724,1,0,1,1,0,Male,>$70K,South,0
12862,5/22/18,840,CNG,A,902,1,0,0,1,0,Male,>$70K,South,0
12864,5/22/18,840,CNG,A,1723,1,1,0,1,1,Male,>$70K,South,0
12869,5/22/18,840,CNG,A,1667,1,1,1,1,0,Male,>$70K,South,0
12943,5/22/18,998,CNG,A,1542,1,0,1,1,1,Male,>$70K,South,0
12932,5/23/18,840,CNG,A,1483,1,1,0,0,1,Male,>$70K,South,0
12936,5/23/18,840,CNG,A,2365,0,1,1,0,0,Male,>$70K,South,0
12872,5/24/18,840,CNG,A,1148,0,1,1,0,0,Male,>$70K,South,1
12907,5/24/18,840,CNG,A,1010,1,1,1,1,1,Male,>$70K,South,1
12929,5/24/18,840,CNG,A,538,0,1,0,1,0,Male,>$70K,South,0
12855,5/25/18,840,CNG,A,2241,1,1,1,0,0,Male,>$70K,South,0
12934,5/25/18,840,CNG,A,1256,0,0,1,0,0,Male,>$70K,South,0
12939,5/25/18,840,CNG,A,1358,0,1,1,1,1,Male,>$70K,South,1
12915,5/26/18,840,CNG,A,2203,0,1,1,0,0,Male,>$70K,South,0
12937,5/26/18,840,CNG,A,651,1,1,0,0,0,Male,>$70K,South,1
12847,5/27/18,840,CNG,A,2417,0,0,1,1,1,Male,>$70K,South,1
12849,5/27/18,840,CNG,A,1210,0,1,0,1,0,Male,>$70K,South,0
12850,5/27/18,840,CNG,A,568,0,1,1,1,1,Male,>$70K,South,1
12908,5/27/18,840,CNG,A,1988,0,1,0,1,1,Male,>$70K,South,0
12857,5/28/18,840,CNG,A,1028,1,1,1,1,1,Male,>$70K,South,1
12897,5/29/18,840,CNG,A,915,0,0,1,1,1,Male,>$70K,South,1
12902,5/29/18,840,CNG,A,1914,0,1,1,0,1,Male,>$70K,South,1
12870,5/30/18,840,CNG,A,908,1,1,0,1,1,Male,>$70K,South,0
12877,5/30/18,840,CNG,A,724,1,1,1,1,0,Male,>$70K,South,1
12895,5/30/18,840,CNG,A,1602,1,0,1,0,1,Male,>$70K,South,0
12914,5/30/18,840,CNG,A,1884,1,0,0,0,0,Male,>$70K,South,0
12931,5/30/18,840,CNG,A,2182,0,1,0,1,1,Male,>$70K,South,0
12938,5/30/18,840,CNG,A,2141,0,1,0,0,1,Male,>$70K,South,1
12942,5/30/18,997,CNG,A,2055,1,0,1,0,0,Male,>$70K,South,1
12960,6/1/18,1015,Petrol,B,698,0,1,0,0,0,Male,>$70K,South,0
12965,6/1/18,1020,Petrol,B,1507,1,1,1,0,1,Male,>$70K,South,0
12969,6/1/18,1024,Petrol,B,2164,1,1,1,1,1,Male,>$70K,South,1
13042,6/1/18,1097,Petrol,B,717,0,1,1,1,0,Male,$25-$70K,South,1
12983,6/2/18,1038,Petrol,B,873,1,1,1,1,0,Male,>$70K,South,0
13005,6/2/18,1060,Petrol,B,1416,1,0,0,1,1,Male,$25-$70K,South,1
13040,6/2/18,1095,Petrol,B,1717,0,0,0,1,1,Male,$25-$70K,South,0
13012,6/3/18,1067,Petrol,B,593,0,0,1,0,1,Male,$25-$70K,South,0
12985,6/4/18,1040,Petrol,B,520,0,1,0,1,0,Male,>$70K,South,1
12998,6/4/18,1053,Petrol,B,1225,1,1,1,0,0,Male,$25-$70K,South,0
13034,6/4/18,1089,Petrol,B,2139,1,1,1,0,0,Male,$25-$70K,South,1
13023,6/5/18,1078,Petrol,B,1840,1,0,1,1,1,Male,$25-$70K,South,0
12955,6/6/18,1010,CNG,B,878,0,1,0,0,0,Male,>$70K,South,1
13002,6/6/18,1057,Petrol,B,1524,0,0,1,0,0,Male,$25-$70K,South,0
13013,6/6/18,1068,Petrol,B,1994,1,1,0,1,0,Male,$25-$70K,South,0
13036,6/6/18,1091,Petrol,B,2099,0,0,0,0,1,Male,$25-$70K,South,0
12968,6/7/18,1023,Petrol,B,1730,0,0,1,0,0,Male,>$70K,South,0
12984,6/7/18,1039,Petrol,B,2088,1,1,0,0,1,Male,>$70K,South,1
12990,6/7/18,1045,Petrol,B,2191,0,1,1,0,1,Male,$25-$70K,South,0
13004,6/7/18,1059,Petrol,B,1787,0,1,1,0,0,Male,$25-$70K,South,0
12978,6/8/18,1033,Petrol,B,1778,1,0,1,0,0,Male,>$70K,South,0
13017,6/8/18,1072,Petrol,B,1918,1,0,0,1,0,Male,$25-$70K,South,0
12948,6/9/18,1003,CNG,A,861,1,0,0,1,0,Male,>$70K,South,1
12954,6/9/18,1009,CNG,B,1744,0,0,1,1,1,Male,>$70K,South,1
12975,6/9/18,1030,Petrol,B,538,1,0,1,0,1,Male,>$70K,South,1
12981,6/10/18,1036,Petrol,B,844,1,0,0,0,1,Male,>$70K,South,1
12992,6/10/18,1047,Petrol,B,874,1,1,1,0,1,Male,$25-$70K,South,1
13030,6/10/18,1085,Petrol,B,2299,1,0,1,1,1,Male,$25-$70K,South,0
12956,6/11/18,1011,Petrol,B,641,0,0,0,1,1,Male,>$70K,South,1
13009,6/11/18,1064,Petrol,B,2353,1,1,1,1,0,Male,$25-$70K,South,1
13018,6/11/18,1073,Petrol,B,1651,0,1,1,0,1,Male,$25-$70K,South,0
13022,6/11/18,1077,Petrol,B,1519,0,1,1,0,1,Male,$25-$70K,South,1
13038,6/11/18,1093,Petrol,B,1277,0,0,0,1,1,Male,$25-$70K,South,1
12947,6/12/18,1002,CNG,A,2041,0,0,0,0,1,Male,>$70K,South,1
12982,6/12/18,1037,Petrol,B,1769,1,1,1,1,1,Male,>$70K,South,1
12986,6/12/18,1041,Petrol,B,1642,1,1,0,1,1,Male,>$70K,South,1
12974,6/13/18,1029,Petrol,B,2104,1,0,1,0,1,Male,>$70K,South,1
13014,6/13/18,1069,Petrol,B,1595,0,0,0,0,1,Male,$25-$70K,South,0
12950,6/14/18,1005,CNG,B,2001,1,0,0,0,0,Male,>$70K,South,0
12972,6/14/18,1027,Petrol,B,1199,1,0,0,1,0,Male,>$70K,South,0
12994,6/14/18,1049,Petrol,B,586,0,1,0,1,0,Male,$25-$70K,South,0
13011,6/14/18,1066,Petrol,B,1998,1,0,1,0,0,Male,$25-$70K,South,0
13041,6/14/18,1096,Petrol,B,2342,1,1,0,0,0,Male,$25-$70K,South,1
12959,6/15/18,1014,Petrol,B,875,1,0,0,1,1,Male,>$70K,South,0
13007,6/15/18,1062,Petrol,B,920,0,0,0,0,0,Male,$25-$70K,South,0
13025,6/15/18,1080,Petrol,B,933,0,0,1,1,0,Male,$25-$70K,South,0
12997,6/16/18,1052,Petrol,B,1971,1,1,0,1,0,Male,$25-$70K,South,1
13006,6/16/18,1061,Petrol,B,1685,1,0,0,1,1,Male,$25-$70K,South,1
13016,6/16/18,1071,Petrol,B,2403,0,0,1,1,0,Male,$25-$70K,South,0
13021,6/16/18,1076,Petrol,B,2289,0,1,0,0,0,Male,$25-$70K,South,1
13043,6/16/18,1098,Petrol,B,1533,0,0,0,1,0,Male,$25-$70K,South,0
12962,6/17/18,1017,Petrol,B,1500,1,1,0,0,1,Male,>$70K,South,1
12996,6/17/18,1051,Petrol,B,958,1,1,0,1,0,Male,$25-$70K,South,0
12971,6/18/18,1026,Petrol,B,759,1,1,1,0,0,Male,>$70K,South,1
12977,6/18/18,1032,Petrol,B,804,0,1,1,0,1,Male,>$70K,South,0
12993,6/18/18,1048,Petrol,B,1217,1,0,1,0,1,Male,$25-$70K,South,1
13003,6/18/18,1058,Petrol,B,752,1,0,1,0,1,Male,$25-$70K,South,1
13033,6/18/18,1088,Petrol,B,1785,1,0,0,0,0,Male,$25-$70K,South,0
12995,6/19/18,1050,Petrol,B,972,0,1,1,0,1,Male,$25-$70K,South,0
13010,6/19/18,1065,Petrol,B,1045,1,0,1,1,0,Male,$25-$70K,South,0
13037,6/19/18,1092,Petrol,B,1559,1,0,0,1,0,Male,$25-$70K,South,0
